Image,Total_Boxes,OCR_Japanese,OCR_Translated,GT_Translated,Similarity,TP,FP,FN
tr_img_06088,5,世田谷区 | 田市,itagawa | valley | tata | city.,tokita | itagawa | valley | let's | do | it. | come | on. | excuse | me. | mm-hmm. | hey. | hey. | oh,0.4091,2,2,12
tr_img_06089,4,日本橋 | 人形町 | 丁目,japan | bridge | doll | town | send | just | 75 | cents.,japan | bridge | it's | doll | town. | one.,0.6667,3,5,3
tr_img_06090,0,,,you're | drunk.,0.0000,0,0,2
tr_img_06091,1,豊平区,fabian | districts,george | one | of | the | islands. | two | of | the | islands. | three | of | them. | shoe. | i | don't | know.,0.1395,0,2,16
tr_img_06092,8,おすめ! | 2次会 | 名板見によ | で | ちん | 年2000,"hey, | dad! | second | party. | it's | on | the | board. | so... | mm-hmm. | year | 2000",oh | second | party. | i've | had | a | lot | of | drinks. | sung | tad. | toms. | five. | yo. | i | saw | the | sign. | so... | oh | ! | come | on,0.4851,5,7,18
tr_img_06093,5,中島ム園キャラリー,nakashima | university | carrily,nakashima | park | gallery | nakashima | park | gallery | pull.,0.4632,1,2,6
tr_img_06094,14,川根本町 | 浜松 | 沼津 | 藤枝 | 富士 | 静清ＢＰ | この先200ｍ,shinmoto-cho. | sakura | matsu | numazu | fuji. | mr. | fujisawa. | clear | bp | 200 | meters | from | here.,shinmoto-cho. | sakura | matsu | fuji. | calm | down. | numazu | mr. | fujisawa. | we're | 200 | miles | from | here.,0.7911,10,3,4
tr_img_06095,4,豊平区 | 中の目1条2丁目4 | なか | ま,"fabian | districts | one, | two, | four. | i | don't | know. | oh, | my | god.",george | one | of | the | islands. | two | of | the | islands. | four | of | them. | i | don't | know. | shoe.,0.4894,3,8,13
tr_img_06096,3,LＥDを使用してします | 御茶ノ水,i'll | use | the | led. | have | a | cup | of | tea.,have | a | cup | of | tea. | it's | easy | for | the | environment.,0.4370,6,3,4
tr_img_06097,4,国1七ツ新屋 | 交差点南東 | 島崎町,"country | 17s, | new | guy. | southeast | of | the | intersection. | ishima | city.",country | 17s | southeast | of | the | intersection. | where | are | we? | allow | ishima | city.,0.7667,7,3,5
tr_img_06098,0,,,sixty-eight | yen. | roth | and | dinner.,0.0000,0,0,5
tr_img_06099,12,ネクステッブ | 時間 | 西ミパーキシグ | 時間貸 | 30分/ | 100円 | 60分 | 100円,nexteb. | time | west | miperxigue | i'll | lend | you | time. | 30 | minutes. | 100 | yen | 60 | minutes. | 100 | yen,nect | step | time | it's | 13th | west | i'll | lend | you | time. | 30 | minutes. | 100 | yen | 60 | minutes. | 100 | yen,0.8465,14,2,4
tr_img_06100,1,得!,get | it!,get | it! | black | sugar | from | okinawa | i'm | tired | of | it. | a | limited | amount | of | goods! | as | soon | as | they're | sold | out | large,0.1118,2,0,20
tr_img_06101,4,市役所 | 清水庁舎,city | hall. | kunihito | station.,city | hall. | kunihito | station.,1.0000,4,0,0
tr_img_06102,4,豊平区 | 中の護条1二5 | なな | しま,fabian | districts | it's | a | 12-year-old. | yeah. | shoe.,george | one | of | the | islands. | one | of | the | islands. | five. | i | don't | know. | shoe.,0.2785,1,6,13
tr_img_06103,2,周神中都ヶ丘2ー41一80 | 内,"2-41,180. | inside",i'll | be | right | back. | (dramatic | theme | playing) | (dramatic | theme | playing) | (dramatic | theme | playing) | (dramatic | theme | playing) | in | the | valley.,0.0745,0,2,19
tr_img_06104,13,中庫時のご注意 | 確認 | 精算後、必ず | して | ください | コツク板を | 入出庫不可 | 入出庫可 | ロック板によリ車両が損傷しても | X車民15Cｍ以下の | 補償致しかねます | お車はご利用できません,stock | time | watch. | confirm | i'm | not | going | to | do | that. | i'm | not | going | to | do | that. | do | it. | please. | i'm | gonna | need | a | hookboard. | i | can't | get | in | and | out. | it's | in | and | out. | there's | been | damage | to | the | car | on | the | lockboard. | less | than | 15cm. | i'll | make | it | up | to | you. | your | car | is | not | available.,it's | stocking | time. | after | exclusive | i'm | gonna | need | a | rotchboard. | do | it. | please | send | a | year's | subscription | for | the | watchtower | and | awake! | confirm | it's | in | and | out. | there's | a | lot | of | damage | to | the | vehicle. | i | won't | make | it | up | to | you. | i | can't | get | in | and | out. | your | car | is | not | available.,0.0804,32,25,21
tr_img_06105,8,番ドア | 号車 | ゴゴの | 女性専用車 | の,front | door. | car. | gogo. | a | woman-only | car. | .,a | woman-only | car. | car. | front | door.,0.5000,6,2,0
tr_img_06106,4,中原区 | 木月 | 4丁目,central | district | tree | moon | four.,nakahara | yamasaki | city | water | service. | four. | tree | moon | middle-earth.,0.4878,3,2,6
tr_img_06107,1,平成3半戸き目,three-and-a-half-a-half | square.,foundation | happy | birthday | february | 3nd.,0.2500,0,2,5
tr_img_06108,2,中央区 | 南い条団1丁目1,central | central | the | first | of | the | confederate | consuls.,central | central | south | 15th | and | west | 1st.,0.5378,2,6,5
tr_img_06109,0,,,giraffe | beer.,0.0000,0,0,2
tr_img_06110,16,JR清水駅 | 羽衣の心 | 能 | 羽荻 | に名高い | 羽衣の松,jr | clean | water | station. | the | heart | of | the | feather. | gyoi. | hulls | it's | famous. | it's | a | pine | in | feathers.,jr | clean | water | station. | it's | pines | in | feathers. | it's | a | flower | in | feathers,0.5217,9,9,4
tr_img_06111,14,の | フリー,. | free,free | i'll | be | right | back.,0.2000,1,1,4
tr_img_06112,3,涌用口 | 中山校夫 | ミ鷹ホ北野4一5一!,the | stream | mouth. | nakayama's | husband. | 251 | in | the | mitakaho | north!,convenient | entrance. | masao | nakayama. | minori | nigeria,0.4895,0,10,6
tr_img_06113,8,食攻是真 | 洋 | 2寺門 | 4名様以上 | 予製) | ギしくは店内にて,seung | jo. | yo. | two | temples. | there | are | more | than | four | of | us. | (prepared) | keep | it | in | the | shop.,i've | had | a | lot | of | drinks. | 1.000 | two | hours. | there | are | more | than | four | of | us. | (panting) | i'll | tell | you | what | i | know.,0.6452,8,10,15
tr_img_06114,4,警催実地中,i'm | on | the | alert.,security's | running.,0.3182,0,4,2
tr_img_06115,2,トマト | オ-レ,tomatoes. | o-re.,it's | so | red. | tomatoes. | red. | it's | okay. | it's | okay. | it's | okay.,0.3093,1,1,10
tr_img_06116,29,ロ山バスターミナル | 出人印印目 | 早0I | 圓山公共汽王冬起站 | 圓山巴士總站 | 円山公園 | 圓山公園 | 圓山公園 | 北海道神宮 | 外0I臣 | 北海道神宮 | 円山動物園 | 畳呂 | 圓山劫物園 | 圓山動物園 | 以ロ色理道和観市御光ンペンション部,mount | roobus | terminal | it's | the | marker. | i'll | be | quick. | i'll | bet | you | don't | want | to | see | it. | i | can't | believe | you're | here | circle | mountain | park. | i'm | at | tsunama | park. | i'm | at | tsunama | park. | kunihito. | agents | of | the | outside | 0i. | kunihito. | it's | called | the | round | mountain | zoo. | tic-tac-tac-tac-tac. | i'm | at | tsunakayama's | property | park. | i'm | going | to | the | zoo. | the | city | of | light | pencil.,circle | mountain | bus | terminal | i | don't | know | what | you're | talking | about | circle | mountain | park. | # | # | # | i'm | at | tsuoyama | park. | kunihito. | kunihito. | it's | called | the | round | mountain | zoo. | # | # | # | it's | a | zoo. | installation | and | administrator | it's | from | the | sights | and | sounds | of | the | city.,0.0495,23,39,24
tr_img_06117,16,新静岡駅 | 御幸町 | 県庁 | 静岡鉄道 | 新静図站 | 四人引ą | 御幸町 | 山元引季 | 具 | 業時間 | 番0日1午後8時 | 年前10時1年後7月30分,"shinaoka | station. | good-bye. | district | bureau. | shizuoka | railroad | shinji. | four | of | us. | good-bye. | introducing | seasons | fabrics | worktime | it's | 1:00 | p.m. | on | the | 0th. | at | 10:30 | a.m., | after | one | year.",shinaoka | station. | shizuoka | railroad | shinji. | good-bye. | good-bye. | district | bureau. | it's | just | a | matter | of | time. | business | time | 10:00 | a.m. | 8:00 | p.m. | that's | all. | 10:00 | a.m. | 7:30 | p.m.,0.2900,12,16,15
tr_img_06118,2,中の島1条3丁目,it's | on | the | island. | it's | on | the | island | number | three.,there's | a | bird | number | three | in | there.,0.4874,1,9,6
tr_img_06119,0,,,# | # | # | # | # | # | it's | 18 | years,0.0000,0,0,9
tr_img_06120,2,ー・クラフト | ホビ,- | ship. | hobi.,# | # | # | hobbycraft.,0.5000,0,3,4
tr_img_06121,1,北海学園,north | school.,north | school.,1.0000,2,0,0
tr_img_06122,1,社会福祉事業所,social | services.,social | services. | aqua. | # | # | #,0.6429,2,0,4
tr_img_06123,2,予３西,"foreman, | 3 | west.",south | 13th | and | west | 18th.,0.4906,0,3,5
tr_img_06124,8,作与当専店 | 体にやさしい厳選された素材を | 当店スタッフが丁 | 寧に調理し | 美味しいお弁当ができました。,it's | a | gift | store. | and | i'm | going | to | show | you | what | i'm | going | to | show | you. | we've | got | a | knife | on | our | hands. | i'm | a | cook. | we | have | a | delicious | lunch.,handmade | lunch | shop. | and | that's | what | i'm | going | to | show | you. | (laughter) | we | have | a | delicious | lunch. | panta. | . | curry. | panta.,0.5620,12,19,9
tr_img_06125,4,屋外広告物許司 | 緑ヶ丘 | 2一41,outdoor | advertising | permissions. | green | hill | two | hundred | and | forty-four.,outdoor | advertising | permissions | where | are | we? | green | cape,0.5987,3,6,5
tr_img_06126,12,シーバ | とろ～り | まぐろ味セレクション | まぐろ味 | まぐろとシーフード味 | 味 | 味 | 味,"shiba | i'll | take | care | of | it. | i'm | sorry, | i'm | sorry, | i'm | sorry, | i'm | sorry, | i'm | sorry. | it's | so | sweet. | snacks | and | seafood. | taste | taste | taste",siichiba | i | don't | know. | i'm | sorry | it's | so | sweet. | snacks | and | seafood. | taste | oh | taste | and... | oh | taste | do. | taste,0.6261,10,15,10
tr_img_06127,0,,,knitting | aerial | hens | i | don't | know. | circle,0.0000,0,0,7
tr_img_06128,6,プレミアム | 便ご | 銕使 | 姿納芋ソラト | 納 | あんのういも,"premium | pisses. | i'll | be | right | back. | - | i'm | not | sure. | - | i'm | sorry, | i'm | sorry, | i'm | sorry. | pow. | i | don't | know | what | you're | talking | about.",it's | a | safe-deposit | package. | that's | wise. | premium | i'll | take | care | of | it. | i | don't | know | what | you're | talking | about. | use | honey | molasses,0.4843,9,16,13
tr_img_06129,3,ひらお | か | 楼骨小,"oh, | shit. | oh, | my | god. | berber | bone.",oh | the | ceremonies.,0.4706,0,7,3
tr_img_06130,21,時間貸 | パーク | 時間貸 | 収容 | ここを右折 | パーク | 札幌中島公園南駐車場 | 札幌中島公園南駐主車場 | 夜間20:008:00 | 昼間 | 100円 | 60分 | 10円 | 30分 | ここを右折,"i'll | lend | you | time. | park. | i'll | lend | you | time. | imprisoned | turn | right | here. | park. | yokohama | island | park, | south | parking | lot. | i'm | sorry. | i'm | sorry. | i'm | sorry, | i'm | sorry. | 20:08:00 | at | night. | daylight | 100 | yen | 60 | minutes. | ten | yen. | half | an | hour. | turn | right | here.",yokohama | island | park | turn | right | here. | empty | i'll | lend | you | time. | park. | bridger. | # | # | # | # | # | # | powder | a | ladder. | mm-hmm. | self | park. | i'll | lend | you | time. | 45 | cars. | imprisoned | yokohama | island | park | 30 | minutes | per | 100 | yen. | daylight | nighttime | 60 | minutes | per | 100 | yen. | turn | right | here. | park.,0.2545,23,21,28
tr_img_06131,19,軽量 | クラフト封筒 | 良形3号 | 徳用 | 定形郵便 | サイズ | 44サイズ横3つ折対応 | 枚入 | 保存、郵送に便利です | 書類等の整理,"lightweight | ship | entries | good-looking | number | three. | it's | for | virtue. | fixed | postal | size | 44 | sizes, | three | folds. | certified | it's | useful | for | saving | and | mailing. | documents | and | stuff.",lightweight | ship | entries | rectangle | number | three. | it's | for | virtue. | certified | prison | postal | service | size | three | dimensions | in | size. | three | folds | in | size. | it's | useful | for | organizing,0.5221,15,11,11
tr_img_06132,4,日本橋 | 人形町 | 一丁目,japan | bridge | doll | town | one.,japan | bridge | it's | doll | town. | - | nice | and | easy.,0.7083,3,2,6
tr_img_06133,2,小中町,nakanaga.,it's | a | fishing | town.,0.1714,0,1,4
tr_img_06134,2,宇国川川町,isegawa | city.,isegawa | city.,1.0000,2,0,0
tr_img_06135,35,えきまえひるは | 駅前広場 | 站前一均 | タクシーのリば | 出租奉站 | 剽人舎斗 | えきまえこうばん | 駅前交番 | 店前派出所 | 斗善企 | ちかちゅうしやじょう | 工キパ地下駐車場 | Tエキパ | 地下停奉瑤 | T転le | 李斗乳 | しずおかおんがくかん | 新静岡駅 | 静岡音楽館AC | 人天生外 | 静図音荼館AO,"what | is | it? | in | front | of | the | station. | i'll | be | the | same. | i'm | in | a | cab. | i'm | here. | i | don't | know | what | you're | talking | about. | i | can't | believe | it. | in | front | of | the | station. | i | got | out | of | the | store. | good | plan. | it's | a | little | hard | on | you. | work-kipa, | underground | parking | lot. | téapa | i | don't | know. | tallyle | powder | milk | i | don't | know | what | you're | talking | about. | shinaoka | station. | shizuoka | music | hall | ac | out | - | of | - | world | the | ao.",if | you're | going | to | do | it | in | front | of | the | station | i'm | going | to | take | a | cab. | # | # | # | i | don't | know | what | to | say. | in | front | of | the | station. | # | # | # | let's | go | for | a | walk. | extra | basement | parking | lot. | [exp.] | # | # | # | i | don't | know | what | you're | talking | about. | shizuoka | music | hall | aoi | shinaoka | station.,0.0104,32,47,28
